,Weekly Decay,Daily Decay,Key,Feature Set,MSE Nov,MA Nov,MA (Tier) Nov,MSE Dec,MA Dec,MA (Tier) Dec,Eval MSE,Eval MA,Eval MA (Tier)
39,0.7071067811865476,0,40,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Pressure_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.0002668511684918028,0.4666666666666666,0.43809523809523804,0.00010862911167901329,0.7603686635944701,0.7096774193548387,0.00018644323798038518,0.6159250585480094,0.5761124121779859
40,0.7071067811865476,0,41,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Diff Pressure_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.0002481810213395933,0.5904761904761905,0.5428571428571429,0.00021666556146130445,0.6129032258064517,0.6129032258064516,0.00023216496795882356,0.6018735362997659,0.5784543325526933
41,0.7071067811865476,0,42,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Excess Pressure_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.0001257107917606505,0.6285714285714287,0.6333333333333334,0.00021103414023218814,0.7096774193548387,0.6451612903225806,0.0001690718377052024,0.6697892271662764,0.639344262295082
42,0.7071067811865476,0,43,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Diff Internal_Movement_7_Adj100k_1dayago']",0.00023531966645657125,0.5428571428571428,0.48095238095238096,0.00021203990171937923,0.6405529953917052,0.5207373271889401,0.00022348896634422777,0.5925058548009369,0.5011709601873536
43,0.7071067811865476,0,44,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Excess Internal_Movement_7_Adj100k_1dayago']",0.0001856956005310128,0.5809523809523809,0.5666666666666667,0.00015149839635422122,0.6774193548387097,0.640552995391705,0.00016831669349034824,0.629976580796253,0.6042154566744731
44,0.7071067811865476,0,45,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Diff Internal_Movement_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.00028228054315110546,0.46666666666666673,0.4428571428571428,0.0002115214258668901,0.6774193548387097,0.6451612903225807,0.00024632099174437305,0.5737704918032788,0.5456674473067915
45,0.7071067811865476,0,46,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Excess Internal_Movement_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.00021439772020149405,0.5190476190476191,0.5047619047619047,0.0001775306728750026,0.7004608294930875,0.5806451612903226,0.0001956620076257361,0.6112412177985949,0.5433255269320842
46,0.7071067811865476,0,47,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Pressure_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.0003505420421950289,0.419047619047619,0.35714285714285715,0.00013999449838853544,0.7050691244239632,0.6129032258064516,0.00024354247075238469,0.5644028103044497,0.4871194379391101
47,0.7071067811865476,0,48,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Diff Pressure_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.00032923271996458507,0.4571428571428572,0.4428571428571428,0.00017154116080947502,0.6036866359447005,0.5944700460829493,0.00024909438662346355,0.531615925058548,0.5199063231850116
48,0.7071067811865476,0,49,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Excess Pressure_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.00019453197364176371,0.5190476190476191,0.5428571428571428,0.00018668000649499039,0.7004608294930875,0.6221198156682028,0.0001905416296819281,0.6112412177985949,0.5831381733021077
49,0.7071067811865476,0,50,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Diff Internal_Movement_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.0002836757871383983,0.5333333333333333,0.48095238095238096,0.00026858702401476493,0.6820276497695853,0.663594470046083,0.0002760077271903223,0.6088992974238876,0.5737704918032787
50,0.7071067811865476,0,51,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Excess Internal_Movement_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.00018450948008388233,0.5952380952380951,0.6142857142857144,0.00021602899986855514,0.6866359447004609,0.6036866359447004,0.00020052759669576524,0.6416861826697892,0.6088992974238876
51,0.7071067811865476,0,52,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Pressure_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.0003377902089553795,0.4523809523809524,0.3857142857142857,0.00012640707041730877,0.7004608294930875,0.6497695852534563,0.00023036599100980258,0.5784543325526932,0.5199063231850117
52,0.7071067811865476,0,53,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Diff Pressure_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.0003334115832978068,0.5380952380952382,0.4666666666666667,0.00019606762033432592,0.6221198156682028,0.5990783410138248,0.00026361383162784113,0.5807962529274004,0.5339578454332552
53,0.7071067811865476,0,54,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Excess Pressure_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_1dayago']",0.00015725374924541806,0.5857142857142856,0.5809523809523809,0.00021026271295234244,0.695852534562212,0.6543778801843319,0.00018419273080139603,0.6416861826697892,0.6182669789227166
0,0,0.7071067811865476,1,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Pressure_7_Adj100k_1dayago']",0.0002550086540689704,0.5238095238095238,0.5428571428571428,0.0004974078796579094,0.488479262672811,0.5069124423963134,0.0003781951457617099,0.505854800936768,0.5245901639344263
1,0,0.7071067811865476,2,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Diff Pressure_7_Adj100k_1dayago']",0.00017982420355809083,0.6904761904761906,0.6238095238095239,0.0008153434940649518,0.5668202764976958,0.5253456221198156,0.0005027930233238726,0.6276346604215458,0.5737704918032787
2,0,0.7071067811865476,3,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago', 'Excess Pressure_7_Adj100k_1dayago']",0.00015646831954499235,0.7047619047619048,0.6857142857142856,0.0005078604208403206,0.6359447004608294,0.43778801843317966,0.000335044633318028,0.6697892271662764,0.5597189695550351
3,0,0.7071067811865476,4,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Positivity_Rate_7_4dayago', 'Positivity_Rate_7_5dayago', 'Positivity_Rate_7_6dayago']",0.0001523079948149215,0.6857142857142857,0.6619047619047619,0.0003933678132317679,0.5898617511520737,0.5207373271889401,0.00027481380417430245,0.6370023419203747,0.5901639344262295
4,0,0.7071067811865476,5,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Pressure_7_Adj100k_1dayago']",0.00014618802642481788,0.7095238095238096,0.7000000000000001,0.00044217042649720683,0.5622119815668203,0.511520737327189,0.0002966053117075074,0.6346604215456676,0.6042154566744732
5,0,0.7071067811865476,6,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Diff Pressure_7_Adj100k_1dayago']",0.00016503096482188884,0.7095238095238094,0.6428571428571429,0.0005153102841265062,0.5622119815668203,0.511520737327189,0.00034304176643571083,0.6346604215456675,0.576112412177986
6,0,0.7071067811865476,7,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago', 'Excess Pressure_7_Adj100k_1dayago']",0.00012909225758471766,0.7523809523809525,0.7238095238095238,0.0004430506915577481,0.5944700460829493,0.5069124423963133,0.00028864490435789706,0.6721311475409836,0.6135831381733021
7,0,0.7071067811865476,8,"['Positivity_Rate_7_1dayago', 'Positivity_Rate_7_2dayago', 'Positivity_Rate_7_3dayago']",0.00011925522875359477,0.7523809523809524,0.7,0.0003144594964448938,0.5898617511520737,0.5391705069124424,0.00021845739758032053,0.6697892271662763,0.6182669789227166
8,0,0.7071067811865476,9,"['Positivity_Rate_7_1dayago', 'Pressure_7_Adj100k_1dayago']",0.00012696935368481117,0.6904761904761905,0.6761904761904762,0.0004171074162345021,0.5898617511520737,0.5299539170506912,0.0002744165658002279,0.639344262295082,0.6018735362997658
9,0,0.7071067811865476,10,"['Positivity_Rate_7_1dayago', 'Diff Pressure_7_Adj100k_1dayago']",0.00014910161919008992,0.7523809523809524,0.7,0.0004147438450043665,0.6129032258064516,0.5668202764976958,0.0002841001273907878,0.6814988290398126,0.6323185011709601
10,0,0.7071067811865476,11,"['Positivity_Rate_7_1dayago', 'Excess Pressure_7_Adj100k_1dayago']",9.737386996290477e-05,0.7666666666666667,0.719047619047619,0.0003916546010693592,0.6267281105990783,0.5345622119815668,0.0002469263726563488,0.6955503512880562,0.6252927400468384
11,0,0.7071067811865476,12,['Positivity_Rate_7_1dayago'],9.786706196878968e-05,0.7857142857142857,0.7238095238095238,0.00022297981579009592,0.640552995391705,0.5898617511520738,0.00016144895325502729,0.7119437939110069,0.6557377049180327
12,0,0.7071067811865476,13,"['Positivity_Rate_7_1dayago', 'Pressure_7_Adj100k_1dayago', 'Internal_Movement_7_Adj100k_1dayago']",0.00015734680700260208,0.6857142857142858,0.6571428571428573,0.0005543962185278456,0.5391705069124424,0.4884792626728111,0.00035912601613838157,0.611241217798595,0.5714285714285715
13,0,0.7071067811865476,14,"['Positivity_Rate_7_1dayago', 'Diff Pressure_7_Adj100k_1dayago', 'Diff Internal_Movement_7_Adj100k_1dayago']",0.00018145956030525613,0.6857142857142857,0.619047619047619,0.0005007530761367767,0.5253456221198156,0.576036866359447,0.00034372347818684856,0.6042154566744732,0.5971896955503512
14,0,0.7071067811865476,15,"['Positivity_Rate_7_1dayago', 'Excess Pressure_7_Adj100k_1dayago', 'Excess Internal_Movement_7_Adj100k_1dayago']",0.00023366558933030288,0.719047619047619,0.6619047619047619,0.0004222747471563079,0.5898617511520737,0.511520737327189,0.00032951614494679726,0.6533957845433256,0.585480093676815
15,0,0.7071067811865476,16,"['Positivity_Rate_7_1dayago', 'Diff Internal_Movement_7_Adj100k_1dayago']",0.00012106203844500846,0.7714285714285714,0.719047619047619,0.00037713890823925454,0.5576036866359447,0.6405529953917052,0.00025119946407814995,0.6627634660421546,0.6791569086651055
16,0,0.7071067811865476,17,"['Positivity_Rate_7_1dayago', 'Excess Internal_Movement_7_Adj100k_1dayago']",0.0001222326831051642,0.7238095238095238,0.6952380952380953,0.00028438720351830744,0.6451612903225806,0.5806451612903226,0.00020463907872495833,0.6838407494145199,0.6370023419203747
17,0,0.7071067811865476,18,"['Positivity_Rate_7_1dayago', 'Diff Internal_Movement_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.0001476798333593378,0.6333333333333334,0.6571428571428571,0.0004102674268955008,0.6175115207373272,0.6728110599078342,0.0002811259874514862,0.6252927400468384,0.6651053864168619
18,0,0.7071067811865476,19,"['Positivity_Rate_7_1dayago', 'Excess Internal_Movement_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.00015682324929465949,0.6380952380952382,0.6523809523809524,0.00043946778632344524,0.663594470046083,0.640552995391705,0.0003004622763092883,0.6510538641686184,0.6463700234192038
19,0,0.7071067811865476,20,"['Positivity_Rate_7_1dayago', 'Pressure_7_Adj100k_1dayago', 'New_Tests_7_Adj100k_1dayago']",0.00016823008923828962,0.6523809523809524,0.6666666666666667,0.00043491153702716147,0.543778801843318,0.5483870967741935,0.0003037567266391917,0.5971896955503513,0.6065573770491803
